Fri Aug 28 2015 20:59:24 GMT+0800 (China Standard Time),,,pageReady,0:100:100
Fri Aug 28 2015 21:04:51 GMT+0800 (China Standard Time),,s15w60,label,"G"
Fri Aug 28 2015 21:04:51 GMT+0800 (China Standard Time),,s15w61,focus,
Fri Aug 28 2015 21:04:57 GMT+0800 (China Standard Time),,s15w62,focus,
Fri Aug 28 2015 21:04:58 GMT+0800 (China Standard Time),,s15w63,focus,
Fri Aug 28 2015 21:04:58 GMT+0800 (China Standard Time),,s15w64,focus,
Fri Aug 28 2015 21:04:58 GMT+0800 (China Standard Time),,s15w65,focus,
Fri Aug 28 2015 21:04:59 GMT+0800 (China Standard Time),,s15w66,focus,
Fri Aug 28 2015 21:05:00 GMT+0800 (China Standard Time),,s15w66,label,"^"
Fri Aug 28 2015 21:05:00 GMT+0800 (China Standard Time),,s16w1,focus,
Fri Aug 28 2015 21:05:02 GMT+0800 (China Standard Time),,s16w2,focus,
Fri Aug 28 2015 21:05:02 GMT+0800 (China Standard Time),,s16w3,focus,
Fri Aug 28 2015 21:05:03 GMT+0800 (China Standard Time),,s16w4,focus,
Fri Aug 28 2015 21:05:03 GMT+0800 (China Standard Time),,s16w5,focus,
Fri Aug 28 2015 21:05:03 GMT+0800 (China Standard Time),,s16w6,focus,
Fri Aug 28 2015 21:05:03 GMT+0800 (China Standard Time),,s16w7,focus,
Fri Aug 28 2015 21:05:04 GMT+0800 (China Standard Time),,s16w8,focus,
Fri Aug 28 2015 21:05:04 GMT+0800 (China Standard Time),,s16w9,focus,
Fri Aug 28 2015 21:05:04 GMT+0800 (China Standard Time),,s16w10,focus,
Fri Aug 28 2015 21:05:04 GMT+0800 (China Standard Time),,s16w11,focus,
Fri Aug 28 2015 21:05:06 GMT+0800 (China Standard Time),,s16w11,label,","
Fri Aug 28 2015 21:05:06 GMT+0800 (China Standard Time),,s16w12,focus,
Fri Aug 28 2015 21:05:07 GMT+0800 (China Standard Time),,s16w13,focus,
Fri Aug 28 2015 21:05:07 GMT+0800 (China Standard Time),,s17w1,focus,
Fri Aug 28 2015 21:05:07 GMT+0800 (China Standard Time),,s17w2,focus,
Fri Aug 28 2015 21:05:08 GMT+0800 (China Standard Time),,s17w3,focus,
Fri Aug 28 2015 21:05:08 GMT+0800 (China Standard Time),,s17w4,focus,
Fri Aug 28 2015 21:05:12 GMT+0800 (China Standard Time),,s17w5,focus,
Fri Aug 28 2015 21:05:12 GMT+0800 (China Standard Time),,s17w6,focus,
Fri Aug 28 2015 21:05:13 GMT+0800 (China Standard Time),,s17w7,focus,
Fri Aug 28 2015 21:05:14 GMT+0800 (China Standard Time),,s17w8,focus,
Fri Aug 28 2015 21:05:15 GMT+0800 (China Standard Time),,s17w9,focus,
Fri Aug 28 2015 21:05:15 GMT+0800 (China Standard Time),,s17w10,focus,
Fri Aug 28 2015 21:05:16 GMT+0800 (China Standard Time),,s17w10,label,"^"
Fri Aug 28 2015 21:05:16 GMT+0800 (China Standard Time),,s17w11,focus,
Fri Aug 28 2015 21:05:17 GMT+0800 (China Standard Time),,s17w12,focus,
Fri Aug 28 2015 21:05:18 GMT+0800 (China Standard Time),,s17w13,focus,
Fri Aug 28 2015 21:05:18 GMT+0800 (China Standard Time),,s17w14,focus,
Fri Aug 28 2015 21:05:18 GMT+0800 (China Standard Time),,s17w15,focus,
Fri Aug 28 2015 21:05:19 GMT+0800 (China Standard Time),,s17w16,focus,
Fri Aug 28 2015 21:05:19 GMT+0800 (China Standard Time),,s17w17,focus,
Fri Aug 28 2015 21:05:19 GMT+0800 (China Standard Time),,s17w18,focus,
Fri Aug 28 2015 21:05:19 GMT+0800 (China Standard Time),,s17w19,focus,
Fri Aug 28 2015 21:05:20 GMT+0800 (China Standard Time),,s17w20,focus,
Fri Aug 28 2015 21:05:20 GMT+0800 (China Standard Time),,s17w21,focus,
Fri Aug 28 2015 21:05:20 GMT+0800 (China Standard Time),,s17w22,focus,
Fri Aug 28 2015 21:05:21 GMT+0800 (China Standard Time),,s17w23,focus,
Fri Aug 28 2015 21:05:22 GMT+0800 (China Standard Time),,s17w24,focus,
Fri Aug 28 2015 21:05:22 GMT+0800 (China Standard Time),,s18w1,focus,
Fri Aug 28 2015 21:05:23 GMT+0800 (China Standard Time),,s18w2,focus,
Fri Aug 28 2015 21:05:24 GMT+0800 (China Standard Time),,s18w2,label,"N"
Fri Aug 28 2015 21:05:25 GMT+0800 (China Standard Time),,s18w3,focus,
Fri Aug 28 2015 21:05:28 GMT+0800 (China Standard Time),,s18w4,focus,
Fri Aug 28 2015 21:05:29 GMT+0800 (China Standard Time),,s18w5,focus,
Fri Aug 28 2015 21:05:30 GMT+0800 (China Standard Time),,s18w6,focus,
Fri Aug 28 2015 21:05:31 GMT+0800 (China Standard Time),,s18w7,focus,
Fri Aug 28 2015 21:05:31 GMT+0800 (China Standard Time),,s18w8,focus,
Fri Aug 28 2015 21:05:31 GMT+0800 (China Standard Time),,s18w9,focus,
Fri Aug 28 2015 21:05:32 GMT+0800 (China Standard Time),,s18w10,focus,
Fri Aug 28 2015 21:05:32 GMT+0800 (China Standard Time),,s18w11,focus,
Fri Aug 28 2015 21:05:32 GMT+0800 (China Standard Time),,s18w12,focus,
Fri Aug 28 2015 21:05:32 GMT+0800 (China Standard Time),,s18w13,focus,
Fri Aug 28 2015 21:05:33 GMT+0800 (China Standard Time),,s18w14,focus,
Fri Aug 28 2015 21:05:33 GMT+0800 (China Standard Time),,s18w15,focus,
Fri Aug 28 2015 21:05:33 GMT+0800 (China Standard Time),,s18w16,focus,
Fri Aug 28 2015 21:05:33 GMT+0800 (China Standard Time),,s18w17,focus,
Fri Aug 28 2015 21:05:34 GMT+0800 (China Standard Time),,s18w18,focus,
Fri Aug 28 2015 21:05:34 GMT+0800 (China Standard Time),,s18w19,focus,
Fri Aug 28 2015 21:05:34 GMT+0800 (China Standard Time),,s19w1,focus,
Fri Aug 28 2015 21:05:37 GMT+0800 (China Standard Time),,s19w2,focus,
Fri Aug 28 2015 21:05:37 GMT+0800 (China Standard Time),,s19w3,focus,
Fri Aug 28 2015 21:05:38 GMT+0800 (China Standard Time),,s19w4,focus,
Fri Aug 28 2015 21:05:38 GMT+0800 (China Standard Time),,s19w5,focus,
Fri Aug 28 2015 21:05:38 GMT+0800 (China Standard Time),,s19w6,focus,
Fri Aug 28 2015 21:05:38 GMT+0800 (China Standard Time),,s19w7,focus,
Fri Aug 28 2015 21:05:41 GMT+0800 (China Standard Time),,s19w8,focus,
Fri Aug 28 2015 21:05:41 GMT+0800 (China Standard Time),,s19w9,focus,
Fri Aug 28 2015 21:05:41 GMT+0800 (China Standard Time),,s19w10,focus,
Fri Aug 28 2015 21:05:42 GMT+0800 (China Standard Time),,s19w11,focus,
Fri Aug 28 2015 21:05:42 GMT+0800 (China Standard Time),,s19w12,focus,
Fri Aug 28 2015 21:05:42 GMT+0800 (China Standard Time),,s19w13,focus,
Fri Aug 28 2015 21:05:45 GMT+0800 (China Standard Time),,s19w12,focus,
Fri Aug 28 2015 21:05:45 GMT+0800 (China Standard Time),,s19w12,focus,
Fri Aug 28 2015 21:05:47 GMT+0800 (China Standard Time),,s19w12,label,"V"
Fri Aug 28 2015 21:05:47 GMT+0800 (China Standard Time),,s19w13,focus,
Fri Aug 28 2015 21:05:47 GMT+0800 (China Standard Time),,s19w14,focus,
Fri Aug 28 2015 21:05:48 GMT+0800 (China Standard Time),,s19w15,focus,
Fri Aug 28 2015 21:05:48 GMT+0800 (China Standard Time),,s19w16,focus,
Fri Aug 28 2015 21:05:48 GMT+0800 (China Standard Time),,s19w17,focus,
Fri Aug 28 2015 21:05:49 GMT+0800 (China Standard Time),,s19w18,focus,
Fri Aug 28 2015 21:05:49 GMT+0800 (China Standard Time),,s19w19,focus,
Fri Aug 28 2015 21:05:50 GMT+0800 (China Standard Time),,s19w20,focus,
Fri Aug 28 2015 21:05:50 GMT+0800 (China Standard Time),,s19w21,focus,
Fri Aug 28 2015 21:05:52 GMT+0800 (China Standard Time),,s19w21,label,"^"
Fri Aug 28 2015 21:05:52 GMT+0800 (China Standard Time),,s19w22,focus,
Fri Aug 28 2015 21:05:52 GMT+0800 (China Standard Time),,s19w23,focus,
Fri Aug 28 2015 21:05:53 GMT+0800 (China Standard Time),,s19w24,focus,
Fri Aug 28 2015 21:05:53 GMT+0800 (China Standard Time),,s19w25,focus,
Fri Aug 28 2015 21:05:54 GMT+0800 (China Standard Time),,s19w26,focus,
Fri Aug 28 2015 21:05:54 GMT+0800 (China Standard Time),,s19w27,focus,
Fri Aug 28 2015 21:05:54 GMT+0800 (China Standard Time),,s19w28,focus,
Fri Aug 28 2015 21:05:55 GMT+0800 (China Standard Time),,s19w29,focus,
Fri Aug 28 2015 21:05:55 GMT+0800 (China Standard Time),,s19w30,focus,
Fri Aug 28 2015 21:05:56 GMT+0800 (China Standard Time),,s19w31,focus,
Fri Aug 28 2015 21:05:58 GMT+0800 (China Standard Time),,s19w32,focus,
Fri Aug 28 2015 21:05:59 GMT+0800 (China Standard Time),,s19w33,focus,
Fri Aug 28 2015 21:06:01 GMT+0800 (China Standard Time),,s19w33,label,"^"
Fri Aug 28 2015 21:06:01 GMT+0800 (China Standard Time),,s19w34,focus,
Fri Aug 28 2015 21:06:03 GMT+0800 (China Standard Time),,s19w35,focus,
Fri Aug 28 2015 21:06:03 GMT+0800 (China Standard Time),,s19w36,focus,
Fri Aug 28 2015 21:06:03 GMT+0800 (China Standard Time),,s19w37,focus,
Fri Aug 28 2015 21:06:05 GMT+0800 (China Standard Time),,s19w38,focus,
Fri Aug 28 2015 21:06:06 GMT+0800 (China Standard Time),,s19w39,focus,
Fri Aug 28 2015 21:06:08 GMT+0800 (China Standard Time),,s19w39,label,"V"
Fri Aug 28 2015 21:06:09 GMT+0800 (China Standard Time),,s19w40,focus,
Fri Aug 28 2015 21:06:10 GMT+0800 (China Standard Time),,s19w41,focus,
Fri Aug 28 2015 21:06:11 GMT+0800 (China Standard Time),,s19w42,focus,
Fri Aug 28 2015 21:06:11 GMT+0800 (China Standard Time),,s19w43,focus,
Fri Aug 28 2015 21:06:12 GMT+0800 (China Standard Time),,s19w44,focus,
Fri Aug 28 2015 21:06:13 GMT+0800 (China Standard Time),,s19w44,label,","
Fri Aug 28 2015 21:06:14 GMT+0800 (China Standard Time),,s19w45,focus,
Fri Aug 28 2015 21:06:15 GMT+0800 (China Standard Time),,s19w46,focus,
Fri Aug 28 2015 21:06:16 GMT+0800 (China Standard Time),,s19w46,label,","
Fri Aug 28 2015 21:06:17 GMT+0800 (China Standard Time),,s19w47,focus,
Fri Aug 28 2015 21:06:17 GMT+0800 (China Standard Time),,s19w47,label,"^"
Fri Aug 28 2015 21:06:18 GMT+0800 (China Standard Time),,s19w48,focus,
Fri Aug 28 2015 21:06:19 GMT+0800 (China Standard Time),,s19w49,focus,
Fri Aug 28 2015 21:06:19 GMT+0800 (China Standard Time),,s19w50,focus,
Fri Aug 28 2015 21:06:23 GMT+0800 (China Standard Time),,s19w50,label,"G"
Fri Aug 28 2015 21:06:23 GMT+0800 (China Standard Time),,s19w51,focus,
Fri Aug 28 2015 21:06:25 GMT+0800 (China Standard Time),,s19w52,focus,
Fri Aug 28 2015 21:06:26 GMT+0800 (China Standard Time),,s19w52,label,"^"
Fri Aug 28 2015 21:06:27 GMT+0800 (China Standard Time),,s19w53,focus,
Fri Aug 28 2015 21:06:28 GMT+0800 (China Standard Time),,s19w53,label,","
Fri Aug 28 2015 21:06:28 GMT+0800 (China Standard Time),,s19w54,focus,
Fri Aug 28 2015 21:06:29 GMT+0800 (China Standard Time),,s19w54,label,","
Fri Aug 28 2015 21:06:29 GMT+0800 (China Standard Time),,s19w55,focus,
Fri Aug 28 2015 21:06:31 GMT+0800 (China Standard Time),,s19w55,label,"^"
Fri Aug 28 2015 21:06:32 GMT+0800 (China Standard Time),,s19w56,focus,
Fri Aug 28 2015 21:06:33 GMT+0800 (China Standard Time),,s19w56,label,","
Fri Aug 28 2015 21:06:34 GMT+0800 (China Standard Time),,s19w57,focus,
Fri Aug 28 2015 21:06:35 GMT+0800 (China Standard Time),,s19w57,label,"^"
Fri Aug 28 2015 21:06:35 GMT+0800 (China Standard Time),,s19w58,focus,
Fri Aug 28 2015 21:06:36 GMT+0800 (China Standard Time),,s19w59,focus,
Fri Aug 28 2015 21:06:37 GMT+0800 (China Standard Time),,s19w60,focus,
Fri Aug 28 2015 21:06:37 GMT+0800 (China Standard Time),,s19w61,focus,
Fri Aug 28 2015 21:06:37 GMT+0800 (China Standard Time),,s19w62,focus,
Fri Aug 28 2015 21:06:37 GMT+0800 (China Standard Time),,s19w63,focus,
Fri Aug 28 2015 21:06:38 GMT+0800 (China Standard Time),,s19w64,focus,
Fri Aug 28 2015 21:06:38 GMT+0800 (China Standard Time),,s19w65,focus,
Fri Aug 28 2015 21:06:38 GMT+0800 (China Standard Time),,s20w1,focus,
Fri Aug 28 2015 21:06:40 GMT+0800 (China Standard Time),,s20w2,focus,
Fri Aug 28 2015 21:06:41 GMT+0800 (China Standard Time),,s20w3,focus,
Fri Aug 28 2015 21:06:41 GMT+0800 (China Standard Time),,s20w4,focus,
Fri Aug 28 2015 21:06:41 GMT+0800 (China Standard Time),,s20w5,focus,
Fri Aug 28 2015 21:06:42 GMT+0800 (China Standard Time),,s20w5,label,"^"
Fri Aug 28 2015 21:06:43 GMT+0800 (China Standard Time),,s20w6,focus,
Fri Aug 28 2015 21:06:43 GMT+0800 (China Standard Time),,s20w7,focus,
Fri Aug 28 2015 21:06:43 GMT+0800 (China Standard Time),,s20w8,focus,
Fri Aug 28 2015 21:06:44 GMT+0800 (China Standard Time),,s20w9,focus,
Fri Aug 28 2015 21:06:44 GMT+0800 (China Standard Time),,s20w10,focus,
Fri Aug 28 2015 21:06:45 GMT+0800 (China Standard Time),,s20w11,focus,
Fri Aug 28 2015 21:06:45 GMT+0800 (China Standard Time),,s20w12,focus,
Fri Aug 28 2015 21:06:45 GMT+0800 (China Standard Time),,s21w1,focus,
Fri Aug 28 2015 21:06:46 GMT+0800 (China Standard Time),,s21w2,focus,
Fri Aug 28 2015 21:06:47 GMT+0800 (China Standard Time),,s21w3,focus,
Fri Aug 28 2015 21:06:47 GMT+0800 (China Standard Time),,s21w4,focus,
Fri Aug 28 2015 21:06:47 GMT+0800 (China Standard Time),,s21w5,focus,
Fri Aug 28 2015 21:06:49 GMT+0800 (China Standard Time),,s21w5,label,","
Fri Aug 28 2015 21:06:50 GMT+0800 (China Standard Time),,s21w6,focus,
Fri Aug 28 2015 21:06:50 GMT+0800 (China Standard Time),,s21w7,focus,
Fri Aug 28 2015 21:06:51 GMT+0800 (China Standard Time),,s21w7,label,","
Fri Aug 28 2015 21:06:51 GMT+0800 (China Standard Time),,s21w8,focus,
Fri Aug 28 2015 21:06:52 GMT+0800 (China Standard Time),,s21w9,focus,
Fri Aug 28 2015 21:06:52 GMT+0800 (China Standard Time),,s21w10,focus,
Fri Aug 28 2015 21:06:52 GMT+0800 (China Standard Time),,s21w11,focus,
Fri Aug 28 2015 21:06:52 GMT+0800 (China Standard Time),,s21w12,focus,
Fri Aug 28 2015 21:06:53 GMT+0800 (China Standard Time),,s21w12,label,","
Fri Aug 28 2015 21:06:53 GMT+0800 (China Standard Time),,s21w13,focus,
Fri Aug 28 2015 21:06:53 GMT+0800 (China Standard Time),,s21w14,focus,
Fri Aug 28 2015 21:06:53 GMT+0800 (China Standard Time),,s21w15,focus,
Fri Aug 28 2015 21:06:54 GMT+0800 (China Standard Time),,s21w16,focus,
Fri Aug 28 2015 21:06:54 GMT+0800 (China Standard Time),,s21w17,focus,
Fri Aug 28 2015 21:06:54 GMT+0800 (China Standard Time),,s21w18,focus,
Fri Aug 28 2015 21:06:54 GMT+0800 (China Standard Time),,s21w19,focus,
Fri Aug 28 2015 21:06:55 GMT+0800 (China Standard Time),,s22w1,focus,
Fri Aug 28 2015 21:06:55 GMT+0800 (China Standard Time),,s22w2,focus,
Fri Aug 28 2015 21:06:55 GMT+0800 (China Standard Time),,s22w3,focus,
Fri Aug 28 2015 21:06:56 GMT+0800 (China Standard Time),,s22w4,focus,
Fri Aug 28 2015 21:06:56 GMT+0800 (China Standard Time),,s22w5,focus,
Fri Aug 28 2015 21:06:56 GMT+0800 (China Standard Time),,s22w6,focus,
Fri Aug 28 2015 21:06:56 GMT+0800 (China Standard Time),,s22w7,focus,
Fri Aug 28 2015 21:06:57 GMT+0800 (China Standard Time),,s22w8,focus,
Fri Aug 28 2015 21:06:57 GMT+0800 (China Standard Time),,s22w9,focus,
Fri Aug 28 2015 21:06:58 GMT+0800 (China Standard Time),,s22w10,focus,
Fri Aug 28 2015 21:06:58 GMT+0800 (China Standard Time),,s22w11,focus,
Fri Aug 28 2015 21:06:58 GMT+0800 (China Standard Time),,s22w12,focus,
Fri Aug 28 2015 21:06:58 GMT+0800 (China Standard Time),,s22w13,focus,
Fri Aug 28 2015 21:06:59 GMT+0800 (China Standard Time),,s22w14,focus,
Fri Aug 28 2015 21:06:59 GMT+0800 (China Standard Time),,s22w15,focus,
Fri Aug 28 2015 21:07:00 GMT+0800 (China Standard Time),,s22w15,label,"^"
Fri Aug 28 2015 21:07:00 GMT+0800 (China Standard Time),,s22w16,focus,
Fri Aug 28 2015 21:07:01 GMT+0800 (China Standard Time),,s22w17,focus,
Fri Aug 28 2015 21:07:01 GMT+0800 (China Standard Time),,s22w18,focus,
Fri Aug 28 2015 21:07:01 GMT+0800 (China Standard Time),,s22w19,focus,
Fri Aug 28 2015 21:07:01 GMT+0800 (China Standard Time),,s22w20,focus,
Fri Aug 28 2015 21:07:02 GMT+0800 (China Standard Time),,s22w21,focus,
Fri Aug 28 2015 21:07:02 GMT+0800 (China Standard Time),,s22w22,focus,
Fri Aug 28 2015 21:07:02 GMT+0800 (China Standard Time),,s22w23,focus,
Fri Aug 28 2015 21:07:03 GMT+0800 (China Standard Time),,s22w23,label,"^"
Fri Aug 28 2015 21:07:04 GMT+0800 (China Standard Time),,s22w24,focus,
Fri Aug 28 2015 21:07:04 GMT+0800 (China Standard Time),,s22w25,focus,
Fri Aug 28 2015 21:07:04 GMT+0800 (China Standard Time),,s22w26,focus,
Fri Aug 28 2015 21:07:05 GMT+0800 (China Standard Time),,s22w27,focus,
Fri Aug 28 2015 21:07:05 GMT+0800 (China Standard Time),,s22w28,focus,
Fri Aug 28 2015 21:07:05 GMT+0800 (China Standard Time),,s22w29,focus,
Fri Aug 28 2015 21:07:06 GMT+0800 (China Standard Time),,s23w1,focus,
Fri Aug 28 2015 21:07:06 GMT+0800 (China Standard Time),,s23w2,focus,
Fri Aug 28 2015 21:07:09 GMT+0800 (China Standard Time),,s23w3,focus,
Fri Aug 28 2015 21:07:11 GMT+0800 (China Standard Time),,s23w4,focus,
Fri Aug 28 2015 21:07:12 GMT+0800 (China Standard Time),,s23w5,focus,
Fri Aug 28 2015 21:07:12 GMT+0800 (China Standard Time),,s23w6,focus,
Fri Aug 28 2015 21:07:13 GMT+0800 (China Standard Time),,s23w7,focus,
Fri Aug 28 2015 21:07:14 GMT+0800 (China Standard Time),,s23w7,label,"N"
Fri Aug 28 2015 21:07:14 GMT+0800 (China Standard Time),,s23w8,focus,
Fri Aug 28 2015 21:07:15 GMT+0800 (China Standard Time),,s23w9,focus,
Fri Aug 28 2015 21:07:15 GMT+0800 (China Standard Time),,s23w10,focus,
Fri Aug 28 2015 21:07:15 GMT+0800 (China Standard Time),,s23w11,focus,
Fri Aug 28 2015 21:07:16 GMT+0800 (China Standard Time),,s23w12,focus,
Fri Aug 28 2015 21:07:16 GMT+0800 (China Standard Time),,s23w13,focus,
Fri Aug 28 2015 21:07:16 GMT+0800 (China Standard Time),,s23w14,focus,
Fri Aug 28 2015 21:07:16 GMT+0800 (China Standard Time),,s23w15,focus,
Fri Aug 28 2015 21:07:17 GMT+0800 (China Standard Time),,s23w16,focus,
Fri Aug 28 2015 21:07:17 GMT+0800 (China Standard Time),,s23w17,focus,
Fri Aug 28 2015 21:07:17 GMT+0800 (China Standard Time),,s23w18,focus,
Fri Aug 28 2015 21:07:17 GMT+0800 (China Standard Time),,s23w19,focus,
Fri Aug 28 2015 21:07:18 GMT+0800 (China Standard Time),,s23w20,focus,
Fri Aug 28 2015 21:07:18 GMT+0800 (China Standard Time),,s23w21,focus,
Fri Aug 28 2015 21:07:18 GMT+0800 (China Standard Time),,s23w22,focus,
Fri Aug 28 2015 21:07:18 GMT+0800 (China Standard Time),,s23w23,focus,
Fri Aug 28 2015 21:07:19 GMT+0800 (China Standard Time),,s23w24,focus,
Fri Aug 28 2015 21:07:19 GMT+0800 (China Standard Time),,s23w25,focus,
Fri Aug 28 2015 21:07:19 GMT+0800 (China Standard Time),,s23w26,focus,
Fri Aug 28 2015 21:07:22 GMT+0800 (China Standard Time),,s23w26,label,","
Fri Aug 28 2015 21:07:22 GMT+0800 (China Standard Time),,s23w27,focus,
Fri Aug 28 2015 21:07:23 GMT+0800 (China Standard Time),,s23w28,focus,
Fri Aug 28 2015 21:07:23 GMT+0800 (China Standard Time),,s23w29,focus,
Fri Aug 28 2015 21:07:23 GMT+0800 (China Standard Time),,s23w30,focus,
Fri Aug 28 2015 21:07:24 GMT+0800 (China Standard Time),,s23w31,focus,
Fri Aug 28 2015 21:07:25 GMT+0800 (China Standard Time),,s23w32,focus,
Fri Aug 28 2015 21:07:25 GMT+0800 (China Standard Time),,s23w33,focus,
Fri Aug 28 2015 21:07:25 GMT+0800 (China Standard Time),,s23w34,focus,
Fri Aug 28 2015 21:07:26 GMT+0800 (China Standard Time),,s23w35,focus,
Fri Aug 28 2015 21:07:26 GMT+0800 (China Standard Time),,s23w36,focus,
Fri Aug 28 2015 21:07:26 GMT+0800 (China Standard Time),,s23w37,focus,
Fri Aug 28 2015 21:07:26 GMT+0800 (China Standard Time),,s23w38,focus,
Fri Aug 28 2015 21:07:27 GMT+0800 (China Standard Time),,s23w39,focus,
Fri Aug 28 2015 21:07:27 GMT+0800 (China Standard Time),,s23w40,focus,
Fri Aug 28 2015 21:07:27 GMT+0800 (China Standard Time),,s23w41,focus,
Fri Aug 28 2015 21:07:27 GMT+0800 (China Standard Time),,s23w42,focus,
Fri Aug 28 2015 21:07:28 GMT+0800 (China Standard Time),,s23w43,focus,
Fri Aug 28 2015 21:07:28 GMT+0800 (China Standard Time),,s23w44,focus,
Fri Aug 28 2015 21:07:28 GMT+0800 (China Standard Time),,s23w45,focus,
Fri Aug 28 2015 21:07:29 GMT+0800 (China Standard Time),,s23w46,focus,
Fri Aug 28 2015 21:07:29 GMT+0800 (China Standard Time),,s23w47,focus,
Fri Aug 28 2015 21:07:29 GMT+0800 (China Standard Time),,s23w48,focus,
Fri Aug 28 2015 21:07:30 GMT+0800 (China Standard Time),,s23w49,focus,
Fri Aug 28 2015 21:07:30 GMT+0800 (China Standard Time),,s23w50,focus,
Fri Aug 28 2015 21:07:31 GMT+0800 (China Standard Time),,s23w51,focus,
Fri Aug 28 2015 21:07:31 GMT+0800 (China Standard Time),,s23w52,focus,
Fri Aug 28 2015 21:07:31 GMT+0800 (China Standard Time),,s23w53,focus,
Fri Aug 28 2015 21:07:31 GMT+0800 (China Standard Time),,s23w54,focus,
Fri Aug 28 2015 21:07:32 GMT+0800 (China Standard Time),,s23w55,focus,
Fri Aug 28 2015 21:07:32 GMT+0800 (China Standard Time),,s23w56,focus,
Fri Aug 28 2015 21:07:32 GMT+0800 (China Standard Time),,s23w57,focus,
Fri Aug 28 2015 21:07:33 GMT+0800 (China Standard Time),,s23w58,focus,
Fri Aug 28 2015 21:07:36 GMT+0800 (China Standard Time),,s23w58,label,"^"
Fri Aug 28 2015 21:07:36 GMT+0800 (China Standard Time),,s23w59,focus,
Fri Aug 28 2015 21:07:37 GMT+0800 (China Standard Time),,s23w59,label,","
Fri Aug 28 2015 21:07:38 GMT+0800 (China Standard Time),,s23w60,focus,
Fri Aug 28 2015 21:07:39 GMT+0800 (China Standard Time),,s23w60,label,"U"
Fri Aug 28 2015 21:07:40 GMT+0800 (China Standard Time),,s23w61,focus,
Fri Aug 28 2015 21:07:40 GMT+0800 (China Standard Time),,s23w62,focus,
Fri Aug 28 2015 21:07:45 GMT+0800 (China Standard Time),,s23w62,label,"^"
Fri Aug 28 2015 21:07:45 GMT+0800 (China Standard Time),,s24w1,focus,
Fri Aug 28 2015 21:07:45 GMT+0800 (China Standard Time),,s24w2,focus,
Fri Aug 28 2015 21:07:46 GMT+0800 (China Standard Time),,s24w3,focus,
Fri Aug 28 2015 21:07:46 GMT+0800 (China Standard Time),,s24w4,focus,
Fri Aug 28 2015 21:07:46 GMT+0800 (China Standard Time),,s24w5,focus,
Fri Aug 28 2015 21:07:46 GMT+0800 (China Standard Time),,s24w6,focus,
Fri Aug 28 2015 21:07:47 GMT+0800 (China Standard Time),,s24w7,focus,
Fri Aug 28 2015 21:07:47 GMT+0800 (China Standard Time),,s24w8,focus,
Fri Aug 28 2015 21:07:47 GMT+0800 (China Standard Time),,s24w9,focus,
Fri Aug 28 2015 21:07:48 GMT+0800 (China Standard Time),,s24w10,focus,
Fri Aug 28 2015 21:07:48 GMT+0800 (China Standard Time),,s24w11,focus,
Fri Aug 28 2015 21:07:48 GMT+0800 (China Standard Time),,s24w12,focus,
Fri Aug 28 2015 21:07:49 GMT+0800 (China Standard Time),,s24w13,focus,
Fri Aug 28 2015 21:07:50 GMT+0800 (China Standard Time),,s24w14,focus,
Fri Aug 28 2015 21:07:50 GMT+0800 (China Standard Time),,s24w15,focus,
Fri Aug 28 2015 21:07:51 GMT+0800 (China Standard Time),,s24w16,focus,
Fri Aug 28 2015 21:07:52 GMT+0800 (China Standard Time),,s24w17,focus,
Fri Aug 28 2015 21:07:52 GMT+0800 (China Standard Time),,s24w18,focus,
Fri Aug 28 2015 21:07:52 GMT+0800 (China Standard Time),,s24w19,focus,
Fri Aug 28 2015 21:07:53 GMT+0800 (China Standard Time),,s24w20,focus,
Fri Aug 28 2015 21:07:53 GMT+0800 (China Standard Time),,s25w1,focus,
Fri Aug 28 2015 21:07:53 GMT+0800 (China Standard Time),,s25w2,focus,
Fri Aug 28 2015 21:07:53 GMT+0800 (China Standard Time),,s25w3,focus,
Fri Aug 28 2015 21:07:54 GMT+0800 (China Standard Time),,s25w4,focus,
Fri Aug 28 2015 21:07:54 GMT+0800 (China Standard Time),,s25w5,focus,
Fri Aug 28 2015 21:07:54 GMT+0800 (China Standard Time),,s25w6,focus,
Fri Aug 28 2015 21:07:55 GMT+0800 (China Standard Time),,s25w7,focus,
Fri Aug 28 2015 21:07:55 GMT+0800 (China Standard Time),,s25w8,focus,
Fri Aug 28 2015 21:07:55 GMT+0800 (China Standard Time),,s25w9,focus,
Fri Aug 28 2015 21:07:56 GMT+0800 (China Standard Time),,s25w10,focus,
Fri Aug 28 2015 21:07:56 GMT+0800 (China Standard Time),,s25w11,focus,
Fri Aug 28 2015 21:07:56 GMT+0800 (China Standard Time),,s25w12,focus,
Fri Aug 28 2015 21:07:56 GMT+0800 (China Standard Time),,s25w13,focus,
Fri Aug 28 2015 21:07:57 GMT+0800 (China Standard Time),,s25w14,focus,
Fri Aug 28 2015 21:07:57 GMT+0800 (China Standard Time),,s25w15,focus,
Fri Aug 28 2015 21:07:57 GMT+0800 (China Standard Time),,s26w1,focus,
Fri Aug 28 2015 21:07:58 GMT+0800 (China Standard Time),,s26w2,focus,
Fri Aug 28 2015 21:07:58 GMT+0800 (China Standard Time),,s26w3,focus,
Fri Aug 28 2015 21:07:59 GMT+0800 (China Standard Time),,s26w4,focus,
Fri Aug 28 2015 21:07:59 GMT+0800 (China Standard Time),,s26w5,focus,
