Thu Aug 27 2015 13:30:42 GMT+0800 (China Standard Time),,,pageReady,0:100:100
Thu Aug 27 2015 13:35:58 GMT+0800 (China Standard Time),,s10w74,focus,
Thu Aug 27 2015 13:35:59 GMT+0800 (China Standard Time),,s10w74,label,","
Thu Aug 27 2015 13:36:02 GMT+0800 (China Standard Time),,s10w74,label,"G"
Thu Aug 27 2015 13:36:04 GMT+0800 (China Standard Time),,s10w70,focus,
Thu Aug 27 2015 13:36:04 GMT+0800 (China Standard Time),,s10w70,focus,
Thu Aug 27 2015 13:36:05 GMT+0800 (China Standard Time),,s10w70,label,"G"
Thu Aug 27 2015 13:36:05 GMT+0800 (China Standard Time),,s10w71,focus,
Thu Aug 27 2015 13:36:06 GMT+0800 (China Standard Time),,s10w72,focus,
Thu Aug 27 2015 13:36:06 GMT+0800 (China Standard Time),,s10w73,focus,
Thu Aug 27 2015 13:36:06 GMT+0800 (China Standard Time),,s10w74,focus,
Thu Aug 27 2015 13:36:06 GMT+0800 (China Standard Time),,s10w75,focus,
Thu Aug 27 2015 13:36:07 GMT+0800 (China Standard Time),,s10w76,focus,
Thu Aug 27 2015 13:36:07 GMT+0800 (China Standard Time),,s10w77,focus,
Thu Aug 27 2015 13:36:07 GMT+0800 (China Standard Time),,s10w78,focus,
Thu Aug 27 2015 13:36:08 GMT+0800 (China Standard Time),,s10w79,focus,
Thu Aug 27 2015 13:36:09 GMT+0800 (China Standard Time),,s10w80,focus,
Thu Aug 27 2015 13:36:09 GMT+0800 (China Standard Time),,s10w81,focus,
Thu Aug 27 2015 13:36:10 GMT+0800 (China Standard Time),,s10w82,focus,
Thu Aug 27 2015 13:36:10 GMT+0800 (China Standard Time),,s10w83,focus,
Thu Aug 27 2015 13:36:10 GMT+0800 (China Standard Time),,s11w1,focus,
Thu Aug 27 2015 13:36:11 GMT+0800 (China Standard Time),,s11w2,focus,
Thu Aug 27 2015 13:36:11 GMT+0800 (China Standard Time),,s11w3,focus,
Thu Aug 27 2015 13:36:11 GMT+0800 (China Standard Time),,s11w4,focus,
Thu Aug 27 2015 13:36:12 GMT+0800 (China Standard Time),,s11w5,focus,
Thu Aug 27 2015 13:36:12 GMT+0800 (China Standard Time),,s11w6,focus,
Thu Aug 27 2015 13:36:12 GMT+0800 (China Standard Time),,s11w7,focus,
Thu Aug 27 2015 13:36:13 GMT+0800 (China Standard Time),,s11w8,focus,
Thu Aug 27 2015 13:36:15 GMT+0800 (China Standard Time),,s11w9,focus,
Thu Aug 27 2015 13:36:16 GMT+0800 (China Standard Time),,s11w9,label,","
Thu Aug 27 2015 13:36:17 GMT+0800 (China Standard Time),,s11w10,focus,
Thu Aug 27 2015 13:36:21 GMT+0800 (China Standard Time),,s11w10,label,"G"
Thu Aug 27 2015 13:36:21 GMT+0800 (China Standard Time),,s11w11,focus,
Thu Aug 27 2015 13:36:22 GMT+0800 (China Standard Time),,s11w12,focus,
Thu Aug 27 2015 13:36:23 GMT+0800 (China Standard Time),,s11w13,focus,
Thu Aug 27 2015 13:36:23 GMT+0800 (China Standard Time),,s11w14,focus,
Thu Aug 27 2015 13:36:23 GMT+0800 (China Standard Time),,s11w15,focus,
Thu Aug 27 2015 13:36:25 GMT+0800 (China Standard Time),,s11w15,label,"G"
Thu Aug 27 2015 13:36:25 GMT+0800 (China Standard Time),,s11w16,focus,
Thu Aug 27 2015 13:36:26 GMT+0800 (China Standard Time),,s11w16,label,","
Thu Aug 27 2015 13:36:27 GMT+0800 (China Standard Time),,s11w17,focus,
Thu Aug 27 2015 13:36:28 GMT+0800 (China Standard Time),,s11w18,focus,
Thu Aug 27 2015 13:36:30 GMT+0800 (China Standard Time),,s11w19,focus,
Thu Aug 27 2015 13:36:30 GMT+0800 (China Standard Time),,s11w20,focus,
Thu Aug 27 2015 13:36:30 GMT+0800 (China Standard Time),,s11w21,focus,
Thu Aug 27 2015 13:36:30 GMT+0800 (China Standard Time),,s11w22,focus,
Thu Aug 27 2015 13:36:31 GMT+0800 (China Standard Time),,s11w23,focus,
Thu Aug 27 2015 13:36:31 GMT+0800 (China Standard Time),,s11w24,focus,
Thu Aug 27 2015 13:36:32 GMT+0800 (China Standard Time),,s11w25,focus,
Thu Aug 27 2015 13:36:32 GMT+0800 (China Standard Time),,s11w26,focus,
Thu Aug 27 2015 13:36:32 GMT+0800 (China Standard Time),,s11w27,focus,
Thu Aug 27 2015 13:36:32 GMT+0800 (China Standard Time),,s11w28,focus,
Thu Aug 27 2015 13:36:33 GMT+0800 (China Standard Time),,s11w29,focus,
Thu Aug 27 2015 13:36:33 GMT+0800 (China Standard Time),,s11w30,focus,
Thu Aug 27 2015 13:36:33 GMT+0800 (China Standard Time),,s11w31,focus,
Thu Aug 27 2015 13:36:33 GMT+0800 (China Standard Time),,s11w32,focus,
Thu Aug 27 2015 13:36:34 GMT+0800 (China Standard Time),,s11w33,focus,
Thu Aug 27 2015 13:36:34 GMT+0800 (China Standard Time),,s11w34,focus,
Thu Aug 27 2015 13:36:34 GMT+0800 (China Standard Time),,s12w1,focus,
Thu Aug 27 2015 13:36:35 GMT+0800 (China Standard Time),,s12w2,focus,
Thu Aug 27 2015 13:36:35 GMT+0800 (China Standard Time),,s12w3,focus,
Thu Aug 27 2015 13:36:35 GMT+0800 (China Standard Time),,s12w4,focus,
Thu Aug 27 2015 13:36:36 GMT+0800 (China Standard Time),,s12w5,focus,
Thu Aug 27 2015 13:36:36 GMT+0800 (China Standard Time),,s13w1,focus,
Thu Aug 27 2015 13:36:36 GMT+0800 (China Standard Time),,s13w2,focus,
Thu Aug 27 2015 13:36:36 GMT+0800 (China Standard Time),,s13w3,focus,
Thu Aug 27 2015 13:36:37 GMT+0800 (China Standard Time),,s13w4,focus,
Thu Aug 27 2015 13:36:37 GMT+0800 (China Standard Time),,s13w5,focus,
Thu Aug 27 2015 13:36:37 GMT+0800 (China Standard Time),,s13w6,focus,
Thu Aug 27 2015 13:36:38 GMT+0800 (China Standard Time),,s13w7,focus,
Thu Aug 27 2015 13:36:41 GMT+0800 (China Standard Time),,s13w5,focus,
Thu Aug 27 2015 13:36:41 GMT+0800 (China Standard Time),,s13w5,focus,
Thu Aug 27 2015 13:36:42 GMT+0800 (China Standard Time),,s13w5,label,"G"
Thu Aug 27 2015 13:36:43 GMT+0800 (China Standard Time),,s13w6,focus,
Thu Aug 27 2015 13:36:43 GMT+0800 (China Standard Time),,s13w6,label,","
Thu Aug 27 2015 13:36:44 GMT+0800 (China Standard Time),,s13w7,focus,
Thu Aug 27 2015 13:36:44 GMT+0800 (China Standard Time),,s13w8,focus,
Thu Aug 27 2015 13:36:45 GMT+0800 (China Standard Time),,s13w9,focus,
Thu Aug 27 2015 13:36:46 GMT+0800 (China Standard Time),,s13w10,focus,
Thu Aug 27 2015 13:36:47 GMT+0800 (China Standard Time),,s13w10,label,"G"
Thu Aug 27 2015 13:36:48 GMT+0800 (China Standard Time),,s13w11,focus,
Thu Aug 27 2015 13:36:50 GMT+0800 (China Standard Time),,s13w11,label,","
Thu Aug 27 2015 13:36:51 GMT+0800 (China Standard Time),,s13w12,focus,
Thu Aug 27 2015 13:36:51 GMT+0800 (China Standard Time),,s14w1,focus,
Thu Aug 27 2015 13:36:52 GMT+0800 (China Standard Time),,s14w2,focus,
Thu Aug 27 2015 13:36:53 GMT+0800 (China Standard Time),,s14w3,focus,
Thu Aug 27 2015 13:36:53 GMT+0800 (China Standard Time),,s14w4,focus,
Thu Aug 27 2015 13:36:54 GMT+0800 (China Standard Time),,s14w5,focus,
Thu Aug 27 2015 13:36:54 GMT+0800 (China Standard Time),,s14w6,focus,
Thu Aug 27 2015 13:36:54 GMT+0800 (China Standard Time),,s14w7,focus,
Thu Aug 27 2015 13:36:54 GMT+0800 (China Standard Time),,s14w8,focus,
Thu Aug 27 2015 13:36:55 GMT+0800 (China Standard Time),,s14w9,focus,
Thu Aug 27 2015 13:36:56 GMT+0800 (China Standard Time),,s14w9,label,"G"
Thu Aug 27 2015 13:37:11 GMT+0800 (China Standard Time),,s14w10,focus,
Thu Aug 27 2015 13:37:12 GMT+0800 (China Standard Time),,s14w11,focus,
Thu Aug 27 2015 13:37:12 GMT+0800 (China Standard Time),,s14w12,focus,
Thu Aug 27 2015 13:37:12 GMT+0800 (China Standard Time),,s14w13,focus,
Thu Aug 27 2015 13:37:13 GMT+0800 (China Standard Time),,s14w14,focus,
Thu Aug 27 2015 13:37:15 GMT+0800 (China Standard Time),,s14w14,label,"G"
Thu Aug 27 2015 13:37:15 GMT+0800 (China Standard Time),,s14w15,focus,
Thu Aug 27 2015 13:37:15 GMT+0800 (China Standard Time),,s14w16,focus,
Thu Aug 27 2015 13:37:16 GMT+0800 (China Standard Time),,s14w17,focus,
Thu Aug 27 2015 13:37:16 GMT+0800 (China Standard Time),,s14w18,focus,
Thu Aug 27 2015 13:37:23 GMT+0800 (China Standard Time),,s14w18,label,"N"
Thu Aug 27 2015 13:37:23 GMT+0800 (China Standard Time),,s14w19,focus,
Thu Aug 27 2015 13:37:25 GMT+0800 (China Standard Time),,s14w20,focus,
Thu Aug 27 2015 13:37:28 GMT+0800 (China Standard Time),,s14w20,label,"G"
Thu Aug 27 2015 13:37:28 GMT+0800 (China Standard Time),,s14w21,focus,
Thu Aug 27 2015 13:37:30 GMT+0800 (China Standard Time),,s14w21,label,","
Thu Aug 27 2015 13:37:30 GMT+0800 (China Standard Time),,s14w22,focus,
Thu Aug 27 2015 13:37:31 GMT+0800 (China Standard Time),,s14w22,label,","
Thu Aug 27 2015 13:37:31 GMT+0800 (China Standard Time),,s14w23,focus,
Thu Aug 27 2015 13:37:33 GMT+0800 (China Standard Time),,s14w23,label,"G"
Thu Aug 27 2015 13:37:33 GMT+0800 (China Standard Time),,s14w24,focus,
Thu Aug 27 2015 13:37:34 GMT+0800 (China Standard Time),,s14w24,label,","
Thu Aug 27 2015 13:37:35 GMT+0800 (China Standard Time),,s14w25,focus,
Thu Aug 27 2015 13:37:35 GMT+0800 (China Standard Time),,s14w26,focus,
Thu Aug 27 2015 13:37:36 GMT+0800 (China Standard Time),,s14w27,focus,
Thu Aug 27 2015 13:37:37 GMT+0800 (China Standard Time),,s14w27,label,"G"
Thu Aug 27 2015 13:37:37 GMT+0800 (China Standard Time),,s14w28,focus,
Thu Aug 27 2015 13:37:39 GMT+0800 (China Standard Time),,s14w29,focus,
Thu Aug 27 2015 13:37:40 GMT+0800 (China Standard Time),,s14w30,focus,
Thu Aug 27 2015 13:37:40 GMT+0800 (China Standard Time),,s14w31,focus,
Thu Aug 27 2015 13:37:41 GMT+0800 (China Standard Time),,s14w32,focus,
Thu Aug 27 2015 13:37:41 GMT+0800 (China Standard Time),,s14w33,focus,
Thu Aug 27 2015 13:37:43 GMT+0800 (China Standard Time),,s14w34,focus,
Thu Aug 27 2015 13:37:43 GMT+0800 (China Standard Time),,s14w35,focus,
Thu Aug 27 2015 13:37:44 GMT+0800 (China Standard Time),,s14w36,focus,
Thu Aug 27 2015 13:37:44 GMT+0800 (China Standard Time),,s14w37,focus,
Thu Aug 27 2015 13:37:44 GMT+0800 (China Standard Time),,s14w37,label,","
Thu Aug 27 2015 13:37:45 GMT+0800 (China Standard Time),,s14w38,focus,
Thu Aug 27 2015 13:37:45 GMT+0800 (China Standard Time),,s14w38,label,","
Thu Aug 27 2015 13:37:46 GMT+0800 (China Standard Time),,s14w39,focus,
Thu Aug 27 2015 13:37:47 GMT+0800 (China Standard Time),,s14w39,label,"G"
Thu Aug 27 2015 13:37:47 GMT+0800 (China Standard Time),,s14w40,focus,
Thu Aug 27 2015 13:37:49 GMT+0800 (China Standard Time),,s14w40,label,","
Thu Aug 27 2015 13:37:50 GMT+0800 (China Standard Time),,s14w41,focus,
Thu Aug 27 2015 13:37:51 GMT+0800 (China Standard Time),,s14w42,focus,
Thu Aug 27 2015 13:37:51 GMT+0800 (China Standard Time),,s14w43,focus,
Thu Aug 27 2015 13:37:53 GMT+0800 (China Standard Time),,s14w43,label,"G"
Thu Aug 27 2015 13:37:53 GMT+0800 (China Standard Time),,s14w44,focus,
Thu Aug 27 2015 13:37:54 GMT+0800 (China Standard Time),,s14w45,focus,
Thu Aug 27 2015 13:37:55 GMT+0800 (China Standard Time),,s15w1,focus,
Thu Aug 27 2015 13:37:56 GMT+0800 (China Standard Time),,s15w2,focus,
Thu Aug 27 2015 13:37:57 GMT+0800 (China Standard Time),,s15w3,focus,
Thu Aug 27 2015 13:37:57 GMT+0800 (China Standard Time),,s15w4,focus,
Thu Aug 27 2015 13:37:58 GMT+0800 (China Standard Time),,s15w5,focus,
Thu Aug 27 2015 13:37:58 GMT+0800 (China Standard Time),,s15w6,focus,
Thu Aug 27 2015 13:37:58 GMT+0800 (China Standard Time),,s15w7,focus,
Thu Aug 27 2015 13:37:58 GMT+0800 (China Standard Time),,s15w8,focus,
Thu Aug 27 2015 13:37:59 GMT+0800 (China Standard Time),,s15w9,focus,
Thu Aug 27 2015 13:37:59 GMT+0800 (China Standard Time),,s15w10,focus,
Thu Aug 27 2015 13:37:59 GMT+0800 (China Standard Time),,s15w11,focus,
Thu Aug 27 2015 13:37:59 GMT+0800 (China Standard Time),,s15w12,focus,
Thu Aug 27 2015 13:38:00 GMT+0800 (China Standard Time),,s15w13,focus,
Thu Aug 27 2015 13:38:00 GMT+0800 (China Standard Time),,s15w14,focus,
Thu Aug 27 2015 13:38:00 GMT+0800 (China Standard Time),,s15w15,focus,
Thu Aug 27 2015 13:38:00 GMT+0800 (China Standard Time),,s15w16,focus,
Thu Aug 27 2015 13:38:01 GMT+0800 (China Standard Time),,s15w17,focus,
Thu Aug 27 2015 13:38:01 GMT+0800 (China Standard Time),,s15w18,focus,
Thu Aug 27 2015 13:38:01 GMT+0800 (China Standard Time),,s15w19,focus,
Thu Aug 27 2015 13:38:01 GMT+0800 (China Standard Time),,s15w20,focus,
Thu Aug 27 2015 13:38:02 GMT+0800 (China Standard Time),,s15w21,focus,
Thu Aug 27 2015 13:38:02 GMT+0800 (China Standard Time),,s15w22,focus,
Thu Aug 27 2015 13:38:02 GMT+0800 (China Standard Time),,s15w23,focus,
Thu Aug 27 2015 13:38:02 GMT+0800 (China Standard Time),,s15w24,focus,
Thu Aug 27 2015 13:38:03 GMT+0800 (China Standard Time),,s15w25,focus,
Thu Aug 27 2015 13:38:03 GMT+0800 (China Standard Time),,s15w26,focus,
Thu Aug 27 2015 13:38:03 GMT+0800 (China Standard Time),,s15w27,focus,
Thu Aug 27 2015 13:38:03 GMT+0800 (China Standard Time),,s15w28,focus,
Thu Aug 27 2015 13:38:04 GMT+0800 (China Standard Time),,s15w29,focus,
Thu Aug 27 2015 13:38:04 GMT+0800 (China Standard Time),,s15w30,focus,
Thu Aug 27 2015 13:38:04 GMT+0800 (China Standard Time),,s15w31,focus,
Thu Aug 27 2015 13:38:04 GMT+0800 (China Standard Time),,s15w32,focus,
Thu Aug 27 2015 13:38:05 GMT+0800 (China Standard Time),,s15w33,focus,
Thu Aug 27 2015 13:38:05 GMT+0800 (China Standard Time),,s15w34,focus,
Thu Aug 27 2015 13:38:07 GMT+0800 (China Standard Time),,s15w35,focus,
Thu Aug 27 2015 13:38:12 GMT+0800 (China Standard Time),,s15w35,label,","
Thu Aug 27 2015 13:38:12 GMT+0800 (China Standard Time),,s15w36,focus,
Thu Aug 27 2015 13:38:13 GMT+0800 (China Standard Time),,s15w37,focus,
Thu Aug 27 2015 13:38:13 GMT+0800 (China Standard Time),,s15w38,focus,
Thu Aug 27 2015 13:38:14 GMT+0800 (China Standard Time),,s15w39,focus,
Thu Aug 27 2015 13:38:14 GMT+0800 (China Standard Time),,s15w40,focus,
Thu Aug 27 2015 13:38:15 GMT+0800 (China Standard Time),,s15w41,focus,
Thu Aug 27 2015 13:38:15 GMT+0800 (China Standard Time),,s15w42,focus,
Thu Aug 27 2015 13:38:16 GMT+0800 (China Standard Time),,s15w43,focus,
Thu Aug 27 2015 13:38:16 GMT+0800 (China Standard Time),,s15w44,focus,
Thu Aug 27 2015 13:38:16 GMT+0800 (China Standard Time),,s15w45,focus,
Thu Aug 27 2015 13:38:17 GMT+0800 (China Standard Time),,s15w46,focus,
Thu Aug 27 2015 13:38:17 GMT+0800 (China Standard Time),,s15w47,focus,
Thu Aug 27 2015 13:38:19 GMT+0800 (China Standard Time),,s15w48,focus,
Thu Aug 27 2015 13:38:20 GMT+0800 (China Standard Time),,s15w49,focus,
Thu Aug 27 2015 13:38:20 GMT+0800 (China Standard Time),,s15w50,focus,
Thu Aug 27 2015 13:38:20 GMT+0800 (China Standard Time),,s15w51,focus,
Thu Aug 27 2015 13:38:21 GMT+0800 (China Standard Time),,s15w52,focus,
Thu Aug 27 2015 13:38:21 GMT+0800 (China Standard Time),,s15w53,focus,
Thu Aug 27 2015 13:38:21 GMT+0800 (China Standard Time),,s15w54,focus,
Thu Aug 27 2015 13:38:22 GMT+0800 (China Standard Time),,s15w55,focus,
Thu Aug 27 2015 13:38:22 GMT+0800 (China Standard Time),,s15w56,focus,
Thu Aug 27 2015 13:38:22 GMT+0800 (China Standard Time),,s15w57,focus,
Thu Aug 27 2015 13:38:23 GMT+0800 (China Standard Time),,s15w58,focus,
Thu Aug 27 2015 13:38:23 GMT+0800 (China Standard Time),,s15w59,focus,
Thu Aug 27 2015 13:38:23 GMT+0800 (China Standard Time),,s15w60,focus,
Thu Aug 27 2015 13:38:26 GMT+0800 (China Standard Time),,,submitPage,
