Wed Aug 26 2015 21:09:39 GMT+0800 (China Standard Time),,,pageReady,0:100:100
Wed Aug 26 2015 21:14:45 GMT+0800 (China Standard Time),,s18w6,focus,
Wed Aug 26 2015 21:14:46 GMT+0800 (China Standard Time),,s18w7,focus,
Wed Aug 26 2015 21:14:47 GMT+0800 (China Standard Time),,s18w8,focus,
Wed Aug 26 2015 21:14:47 GMT+0800 (China Standard Time),,s18w9,focus,
Wed Aug 26 2015 21:14:47 GMT+0800 (China Standard Time),,s18w10,focus,
Wed Aug 26 2015 21:14:47 GMT+0800 (China Standard Time),,s18w11,focus,
Wed Aug 26 2015 21:14:48 GMT+0800 (China Standard Time),,s18w12,focus,
Wed Aug 26 2015 21:14:48 GMT+0800 (China Standard Time),,s18w13,focus,
Wed Aug 26 2015 21:14:48 GMT+0800 (China Standard Time),,s18w14,focus,
Wed Aug 26 2015 21:14:49 GMT+0800 (China Standard Time),,s18w15,focus,
Wed Aug 26 2015 21:14:49 GMT+0800 (China Standard Time),,s18w16,focus,
Wed Aug 26 2015 21:14:49 GMT+0800 (China Standard Time),,s18w17,focus,
Wed Aug 26 2015 21:14:49 GMT+0800 (China Standard Time),,s18w18,focus,
Wed Aug 26 2015 21:14:49 GMT+0800 (China Standard Time),,s18w19,focus,
Wed Aug 26 2015 21:14:49 GMT+0800 (China Standard Time),,s18w20,focus,
Wed Aug 26 2015 21:14:49 GMT+0800 (China Standard Time),,s18w21,focus,
Wed Aug 26 2015 21:14:49 GMT+0800 (China Standard Time),,s18w22,focus,
Wed Aug 26 2015 21:14:49 GMT+0800 (China Standard Time),,s18w23,focus,
Wed Aug 26 2015 21:14:49 GMT+0800 (China Standard Time),,s18w24,focus,
Wed Aug 26 2015 21:14:49 GMT+0800 (China Standard Time),,s18w25,focus,
Wed Aug 26 2015 21:14:49 GMT+0800 (China Standard Time),,s18w26,focus,
Wed Aug 26 2015 21:14:49 GMT+0800 (China Standard Time),,s18w27,focus,
Wed Aug 26 2015 21:14:50 GMT+0800 (China Standard Time),,s18w28,focus,
Wed Aug 26 2015 21:14:51 GMT+0800 (China Standard Time),,s18w29,focus,
Wed Aug 26 2015 21:14:52 GMT+0800 (China Standard Time),,s19w2,focus,
Wed Aug 26 2015 21:14:53 GMT+0800 (China Standard Time),,s19w2,focus,
Wed Aug 26 2015 21:14:53 GMT+0800 (China Standard Time),,s19w2,label,","
Wed Aug 26 2015 21:14:54 GMT+0800 (China Standard Time),,s19w3,focus,
Wed Aug 26 2015 21:14:55 GMT+0800 (China Standard Time),,s19w4,focus,
Wed Aug 26 2015 21:14:56 GMT+0800 (China Standard Time),,s19w5,focus,
Wed Aug 26 2015 21:14:56 GMT+0800 (China Standard Time),,s19w6,focus,
Wed Aug 26 2015 21:14:57 GMT+0800 (China Standard Time),,s19w7,focus,
Wed Aug 26 2015 21:14:57 GMT+0800 (China Standard Time),,s19w8,focus,
Wed Aug 26 2015 21:14:57 GMT+0800 (China Standard Time),,s19w9,focus,
Wed Aug 26 2015 21:14:58 GMT+0800 (China Standard Time),,s19w10,focus,
Wed Aug 26 2015 21:15:00 GMT+0800 (China Standard Time),,s19w11,focus,
Wed Aug 26 2015 21:15:00 GMT+0800 (China Standard Time),,s19w12,focus,
Wed Aug 26 2015 21:15:00 GMT+0800 (China Standard Time),,s19w13,focus,
Wed Aug 26 2015 21:15:00 GMT+0800 (China Standard Time),,s19w14,focus,
Wed Aug 26 2015 21:15:07 GMT+0800 (China Standard Time),,s19w15,focus,
Wed Aug 26 2015 21:15:08 GMT+0800 (China Standard Time),,s19w16,focus,
Wed Aug 26 2015 21:15:08 GMT+0800 (China Standard Time),,s19w17,focus,
Wed Aug 26 2015 21:15:08 GMT+0800 (China Standard Time),,s19w18,focus,
Wed Aug 26 2015 21:15:09 GMT+0800 (China Standard Time),,s19w19,focus,
Wed Aug 26 2015 21:15:09 GMT+0800 (China Standard Time),,s19w20,focus,
Wed Aug 26 2015 21:15:09 GMT+0800 (China Standard Time),,s19w21,focus,
Wed Aug 26 2015 21:15:10 GMT+0800 (China Standard Time),,s19w22,focus,
Wed Aug 26 2015 21:15:10 GMT+0800 (China Standard Time),,s19w23,focus,
Wed Aug 26 2015 21:15:10 GMT+0800 (China Standard Time),,s19w24,focus,
Wed Aug 26 2015 21:15:11 GMT+0800 (China Standard Time),,s19w25,focus,
Wed Aug 26 2015 21:15:11 GMT+0800 (China Standard Time),,s19w26,focus,
Wed Aug 26 2015 21:15:12 GMT+0800 (China Standard Time),,s19w27,focus,
Wed Aug 26 2015 21:15:12 GMT+0800 (China Standard Time),,s20w1,focus,
Wed Aug 26 2015 21:15:12 GMT+0800 (China Standard Time),,s20w2,focus,
Wed Aug 26 2015 21:15:13 GMT+0800 (China Standard Time),,s20w3,focus,
Wed Aug 26 2015 21:15:13 GMT+0800 (China Standard Time),,s20w4,focus,
Wed Aug 26 2015 21:15:14 GMT+0800 (China Standard Time),,s20w5,focus,
Wed Aug 26 2015 21:15:14 GMT+0800 (China Standard Time),,s20w6,focus,
Wed Aug 26 2015 21:15:14 GMT+0800 (China Standard Time),,s20w7,focus,
Wed Aug 26 2015 21:15:15 GMT+0800 (China Standard Time),,s20w8,focus,
Wed Aug 26 2015 21:15:16 GMT+0800 (China Standard Time),,s20w8,label,"G"
Wed Aug 26 2015 21:15:17 GMT+0800 (China Standard Time),,s20w9,focus,
Wed Aug 26 2015 21:15:17 GMT+0800 (China Standard Time),,s20w10,focus,
Wed Aug 26 2015 21:15:18 GMT+0800 (China Standard Time),,s20w11,focus,
Wed Aug 26 2015 21:15:18 GMT+0800 (China Standard Time),,s20w12,focus,
Wed Aug 26 2015 21:15:18 GMT+0800 (China Standard Time),,s20w13,focus,
Wed Aug 26 2015 21:15:19 GMT+0800 (China Standard Time),,s20w14,focus,
Wed Aug 26 2015 21:15:19 GMT+0800 (China Standard Time),,s21w1,focus,
Wed Aug 26 2015 21:15:20 GMT+0800 (China Standard Time),,s21w2,focus,
Wed Aug 26 2015 21:15:20 GMT+0800 (China Standard Time),,s21w3,focus,
Wed Aug 26 2015 21:15:22 GMT+0800 (China Standard Time),,s21w4,focus,
Wed Aug 26 2015 21:15:22 GMT+0800 (China Standard Time),,s21w5,focus,
Wed Aug 26 2015 21:15:22 GMT+0800 (China Standard Time),,s21w6,focus,
Wed Aug 26 2015 21:15:22 GMT+0800 (China Standard Time),,s21w7,focus,
Wed Aug 26 2015 21:15:23 GMT+0800 (China Standard Time),,s21w8,focus,
Wed Aug 26 2015 21:15:23 GMT+0800 (China Standard Time),,s21w9,focus,
Wed Aug 26 2015 21:15:23 GMT+0800 (China Standard Time),,s21w10,focus,
Wed Aug 26 2015 21:15:24 GMT+0800 (China Standard Time),,s21w11,focus,
Wed Aug 26 2015 21:15:25 GMT+0800 (China Standard Time),,s21w12,focus,
Wed Aug 26 2015 21:15:25 GMT+0800 (China Standard Time),,s21w13,focus,
Wed Aug 26 2015 21:15:25 GMT+0800 (China Standard Time),,s21w14,focus,
Wed Aug 26 2015 21:15:26 GMT+0800 (China Standard Time),,s21w15,focus,
Wed Aug 26 2015 21:15:26 GMT+0800 (China Standard Time),,s21w16,focus,
Wed Aug 26 2015 21:15:26 GMT+0800 (China Standard Time),,s21w17,focus,
Wed Aug 26 2015 21:15:27 GMT+0800 (China Standard Time),,s21w17,label,"^"
Wed Aug 26 2015 21:15:28 GMT+0800 (China Standard Time),,s21w18,focus,
Wed Aug 26 2015 21:15:28 GMT+0800 (China Standard Time),,s21w19,focus,
Wed Aug 26 2015 21:15:29 GMT+0800 (China Standard Time),,s21w20,focus,
Wed Aug 26 2015 21:15:29 GMT+0800 (China Standard Time),,s21w21,focus,
Wed Aug 26 2015 21:15:30 GMT+0800 (China Standard Time),,s21w22,focus,
Wed Aug 26 2015 21:15:30 GMT+0800 (China Standard Time),,s21w23,focus,
Wed Aug 26 2015 21:15:30 GMT+0800 (China Standard Time),,s21w24,focus,
Wed Aug 26 2015 21:15:31 GMT+0800 (China Standard Time),,s21w25,focus,
Wed Aug 26 2015 21:15:31 GMT+0800 (China Standard Time),,s21w26,focus,
Wed Aug 26 2015 21:15:31 GMT+0800 (China Standard Time),,s21w27,focus,
Wed Aug 26 2015 21:15:31 GMT+0800 (China Standard Time),,s21w28,focus,
Wed Aug 26 2015 21:15:32 GMT+0800 (China Standard Time),,s21w29,focus,
Wed Aug 26 2015 21:15:32 GMT+0800 (China Standard Time),,s21w30,focus,
Wed Aug 26 2015 21:15:33 GMT+0800 (China Standard Time),,s21w31,focus,
Wed Aug 26 2015 21:15:34 GMT+0800 (China Standard Time),,s21w32,focus,
Wed Aug 26 2015 21:15:34 GMT+0800 (China Standard Time),,s21w33,focus,
Wed Aug 26 2015 21:15:35 GMT+0800 (China Standard Time),,s21w34,focus,
Wed Aug 26 2015 21:15:35 GMT+0800 (China Standard Time),,s21w35,focus,
Wed Aug 26 2015 21:15:36 GMT+0800 (China Standard Time),,s21w36,focus,
Wed Aug 26 2015 21:15:38 GMT+0800 (China Standard Time),,s21w37,focus,
Wed Aug 26 2015 21:15:41 GMT+0800 (China Standard Time),,s21w37,label,"N"
Wed Aug 26 2015 21:15:41 GMT+0800 (China Standard Time),,s21w38,focus,
Wed Aug 26 2015 21:15:42 GMT+0800 (China Standard Time),,s21w39,focus,
Wed Aug 26 2015 21:15:42 GMT+0800 (China Standard Time),,s21w40,focus,
Wed Aug 26 2015 21:15:42 GMT+0800 (China Standard Time),,s21w41,focus,
Wed Aug 26 2015 21:15:43 GMT+0800 (China Standard Time),,s21w42,focus,
Wed Aug 26 2015 21:15:45 GMT+0800 (China Standard Time),,s21w42,label,"^"
Wed Aug 26 2015 21:15:46 GMT+0800 (China Standard Time),,s21w43,focus,
Wed Aug 26 2015 21:15:46 GMT+0800 (China Standard Time),,s21w44,focus,
Wed Aug 26 2015 21:15:47 GMT+0800 (China Standard Time),,s21w45,focus,
Wed Aug 26 2015 21:15:47 GMT+0800 (China Standard Time),,s21w46,focus,
Wed Aug 26 2015 21:15:47 GMT+0800 (China Standard Time),,s21w47,focus,
Wed Aug 26 2015 21:15:48 GMT+0800 (China Standard Time),,s21w48,focus,
Wed Aug 26 2015 21:15:49 GMT+0800 (China Standard Time),,s21w49,focus,
Wed Aug 26 2015 21:15:49 GMT+0800 (China Standard Time),,s21w50,focus,
Wed Aug 26 2015 21:15:49 GMT+0800 (China Standard Time),,s21w51,focus,
Wed Aug 26 2015 21:15:49 GMT+0800 (China Standard Time),,s21w52,focus,
Wed Aug 26 2015 21:15:50 GMT+0800 (China Standard Time),,s21w53,focus,
Wed Aug 26 2015 21:15:50 GMT+0800 (China Standard Time),,s22w1,focus,
Wed Aug 26 2015 21:15:50 GMT+0800 (China Standard Time),,s22w2,focus,
Wed Aug 26 2015 21:15:50 GMT+0800 (China Standard Time),,s22w3,focus,
Wed Aug 26 2015 21:15:51 GMT+0800 (China Standard Time),,s22w4,focus,
Wed Aug 26 2015 21:15:51 GMT+0800 (China Standard Time),,s22w5,focus,
Wed Aug 26 2015 21:15:51 GMT+0800 (China Standard Time),,s22w6,focus,
Wed Aug 26 2015 21:15:51 GMT+0800 (China Standard Time),,s22w7,focus,
Wed Aug 26 2015 21:15:51 GMT+0800 (China Standard Time),,s22w8,focus,
Wed Aug 26 2015 21:15:51 GMT+0800 (China Standard Time),,s22w9,focus,
Wed Aug 26 2015 21:15:52 GMT+0800 (China Standard Time),,s22w10,focus,
Wed Aug 26 2015 21:15:52 GMT+0800 (China Standard Time),,s22w11,focus,
Wed Aug 26 2015 21:15:52 GMT+0800 (China Standard Time),,s22w12,focus,
Wed Aug 26 2015 21:15:53 GMT+0800 (China Standard Time),,s22w13,focus,
Wed Aug 26 2015 21:15:53 GMT+0800 (China Standard Time),,s22w14,focus,
Wed Aug 26 2015 21:15:53 GMT+0800 (China Standard Time),,s22w15,focus,
Wed Aug 26 2015 21:15:54 GMT+0800 (China Standard Time),,s22w16,focus,
Wed Aug 26 2015 21:15:55 GMT+0800 (China Standard Time),,s22w17,focus,
Wed Aug 26 2015 21:15:55 GMT+0800 (China Standard Time),,s22w18,focus,
Wed Aug 26 2015 21:15:55 GMT+0800 (China Standard Time),,s22w19,focus,
Wed Aug 26 2015 21:15:56 GMT+0800 (China Standard Time),,s22w20,focus,
Wed Aug 26 2015 21:15:56 GMT+0800 (China Standard Time),,s22w21,focus,
Wed Aug 26 2015 21:15:56 GMT+0800 (China Standard Time),,s22w22,focus,
Wed Aug 26 2015 21:15:57 GMT+0800 (China Standard Time),,s22w23,focus,
Wed Aug 26 2015 21:15:57 GMT+0800 (China Standard Time),,s22w24,focus,
Wed Aug 26 2015 21:15:58 GMT+0800 (China Standard Time),,s22w25,focus,
Wed Aug 26 2015 21:15:58 GMT+0800 (China Standard Time),,s23w1,focus,
Wed Aug 26 2015 21:15:59 GMT+0800 (China Standard Time),,s23w1,label,"^"
Wed Aug 26 2015 21:15:59 GMT+0800 (China Standard Time),,s23w2,focus,
Wed Aug 26 2015 21:16:00 GMT+0800 (China Standard Time),,s23w3,focus,
Wed Aug 26 2015 21:16:00 GMT+0800 (China Standard Time),,s23w4,focus,
Wed Aug 26 2015 21:16:00 GMT+0800 (China Standard Time),,s23w5,focus,
Wed Aug 26 2015 21:16:01 GMT+0800 (China Standard Time),,s23w6,focus,
Wed Aug 26 2015 21:16:01 GMT+0800 (China Standard Time),,s23w7,focus,
Wed Aug 26 2015 21:16:01 GMT+0800 (China Standard Time),,s23w8,focus,
Wed Aug 26 2015 21:16:02 GMT+0800 (China Standard Time),,s23w9,focus,
Wed Aug 26 2015 21:16:03 GMT+0800 (China Standard Time),,s23w8,focus,
Wed Aug 26 2015 21:16:03 GMT+0800 (China Standard Time),,s23w8,focus,
Wed Aug 26 2015 21:16:04 GMT+0800 (China Standard Time),,s23w8,label,"^"
Wed Aug 26 2015 21:16:04 GMT+0800 (China Standard Time),,s23w9,focus,
Wed Aug 26 2015 21:16:05 GMT+0800 (China Standard Time),,s23w10,focus,
Wed Aug 26 2015 21:16:05 GMT+0800 (China Standard Time),,s23w11,focus,
Wed Aug 26 2015 21:16:05 GMT+0800 (China Standard Time),,s23w12,focus,
Wed Aug 26 2015 21:16:06 GMT+0800 (China Standard Time),,s23w13,focus,
Wed Aug 26 2015 21:16:06 GMT+0800 (China Standard Time),,s23w14,focus,
Wed Aug 26 2015 21:16:07 GMT+0800 (China Standard Time),,s23w15,focus,
Wed Aug 26 2015 21:16:07 GMT+0800 (China Standard Time),,s23w16,focus,
Wed Aug 26 2015 21:16:08 GMT+0800 (China Standard Time),,s23w17,focus,
Wed Aug 26 2015 21:16:08 GMT+0800 (China Standard Time),,s23w18,focus,
Wed Aug 26 2015 21:16:09 GMT+0800 (China Standard Time),,s23w19,focus,
Wed Aug 26 2015 21:16:09 GMT+0800 (China Standard Time),,s24w1,focus,
Wed Aug 26 2015 21:16:09 GMT+0800 (China Standard Time),,s24w2,focus,
Wed Aug 26 2015 21:16:10 GMT+0800 (China Standard Time),,s24w3,focus,
Wed Aug 26 2015 21:16:10 GMT+0800 (China Standard Time),,s24w4,focus,
Wed Aug 26 2015 21:16:10 GMT+0800 (China Standard Time),,s24w5,focus,
Wed Aug 26 2015 21:16:11 GMT+0800 (China Standard Time),,s24w5,label,"^"
Wed Aug 26 2015 21:16:12 GMT+0800 (China Standard Time),,s24w6,focus,
Wed Aug 26 2015 21:16:12 GMT+0800 (China Standard Time),,s24w7,focus,
Wed Aug 26 2015 21:16:12 GMT+0800 (China Standard Time),,s24w8,focus,
Wed Aug 26 2015 21:16:13 GMT+0800 (China Standard Time),,s24w9,focus,
Wed Aug 26 2015 21:16:13 GMT+0800 (China Standard Time),,s24w10,focus,
Wed Aug 26 2015 21:16:13 GMT+0800 (China Standard Time),,s24w11,focus,
Wed Aug 26 2015 21:16:14 GMT+0800 (China Standard Time),,s24w12,focus,
Wed Aug 26 2015 21:16:14 GMT+0800 (China Standard Time),,s24w13,focus,
Wed Aug 26 2015 21:16:15 GMT+0800 (China Standard Time),,s24w14,focus,
Wed Aug 26 2015 21:16:15 GMT+0800 (China Standard Time),,s24w15,focus,
Wed Aug 26 2015 21:16:15 GMT+0800 (China Standard Time),,s24w16,focus,
Wed Aug 26 2015 21:16:16 GMT+0800 (China Standard Time),,s24w17,focus,
Wed Aug 26 2015 21:16:16 GMT+0800 (China Standard Time),,s24w18,focus,
Wed Aug 26 2015 21:16:17 GMT+0800 (China Standard Time),,s24w18,label,"^"
Wed Aug 26 2015 21:16:18 GMT+0800 (China Standard Time),,s24w19,focus,
Wed Aug 26 2015 21:16:18 GMT+0800 (China Standard Time),,s24w20,focus,
Wed Aug 26 2015 21:16:18 GMT+0800 (China Standard Time),,s24w21,focus,
Wed Aug 26 2015 21:16:19 GMT+0800 (China Standard Time),,s24w22,focus,
Wed Aug 26 2015 21:16:19 GMT+0800 (China Standard Time),,s24w23,focus,
Wed Aug 26 2015 21:16:19 GMT+0800 (China Standard Time),,s24w24,focus,
Wed Aug 26 2015 21:16:19 GMT+0800 (China Standard Time),,s24w25,focus,
Wed Aug 26 2015 21:16:20 GMT+0800 (China Standard Time),,s24w26,focus,
Wed Aug 26 2015 21:16:20 GMT+0800 (China Standard Time),,s24w27,focus,
Wed Aug 26 2015 21:16:21 GMT+0800 (China Standard Time),,s24w28,focus,
Wed Aug 26 2015 21:16:21 GMT+0800 (China Standard Time),,s24w29,focus,
Wed Aug 26 2015 21:16:21 GMT+0800 (China Standard Time),,s24w30,focus,
Wed Aug 26 2015 21:16:22 GMT+0800 (China Standard Time),,s24w31,focus,
Wed Aug 26 2015 21:16:23 GMT+0800 (China Standard Time),,s24w32,focus,
Wed Aug 26 2015 21:16:23 GMT+0800 (China Standard Time),,s24w33,focus,
Wed Aug 26 2015 21:16:24 GMT+0800 (China Standard Time),,s24w34,focus,
Wed Aug 26 2015 21:16:25 GMT+0800 (China Standard Time),,s24w35,focus,
Wed Aug 26 2015 21:16:25 GMT+0800 (China Standard Time),,s24w36,focus,
Wed Aug 26 2015 21:16:25 GMT+0800 (China Standard Time),,s24w37,focus,
Wed Aug 26 2015 21:16:26 GMT+0800 (China Standard Time),,s24w38,focus,
Wed Aug 26 2015 21:16:26 GMT+0800 (China Standard Time),,s24w39,focus,
Wed Aug 26 2015 21:16:26 GMT+0800 (China Standard Time),,s24w40,focus,
Wed Aug 26 2015 21:16:30 GMT+0800 (China Standard Time),,s24w41,focus,
Wed Aug 26 2015 21:16:30 GMT+0800 (China Standard Time),,s24w42,focus,
Wed Aug 26 2015 21:16:30 GMT+0800 (China Standard Time),,s24w43,focus,
Wed Aug 26 2015 21:16:31 GMT+0800 (China Standard Time),,s24w44,focus,
Wed Aug 26 2015 21:16:31 GMT+0800 (China Standard Time),,s24w45,focus,
Wed Aug 26 2015 21:16:32 GMT+0800 (China Standard Time),,s24w46,focus,
Wed Aug 26 2015 21:16:32 GMT+0800 (China Standard Time),,s24w47,focus,
Wed Aug 26 2015 21:16:32 GMT+0800 (China Standard Time),,s24w48,focus,
Wed Aug 26 2015 21:16:33 GMT+0800 (China Standard Time),,s24w49,focus,
Wed Aug 26 2015 21:16:33 GMT+0800 (China Standard Time),,s24w50,focus,
Wed Aug 26 2015 21:16:33 GMT+0800 (China Standard Time),,s24w51,focus,
Wed Aug 26 2015 21:16:34 GMT+0800 (China Standard Time),,s24w52,focus,
Wed Aug 26 2015 21:16:34 GMT+0800 (China Standard Time),,s24w53,focus,
Wed Aug 26 2015 21:16:34 GMT+0800 (China Standard Time),,s24w54,focus,
Wed Aug 26 2015 21:16:35 GMT+0800 (China Standard Time),,s24w55,focus,
Wed Aug 26 2015 21:16:35 GMT+0800 (China Standard Time),,s24w56,focus,
Wed Aug 26 2015 21:16:35 GMT+0800 (China Standard Time),,s24w57,focus,
Wed Aug 26 2015 21:16:36 GMT+0800 (China Standard Time),,s24w58,focus,
Wed Aug 26 2015 21:16:36 GMT+0800 (China Standard Time),,s24w59,focus,
Wed Aug 26 2015 21:16:36 GMT+0800 (China Standard Time),,s24w60,focus,
Wed Aug 26 2015 21:16:37 GMT+0800 (China Standard Time),,s24w61,focus,
Wed Aug 26 2015 21:16:43 GMT+0800 (China Standard Time),,s24w62,focus,
Wed Aug 26 2015 21:16:43 GMT+0800 (China Standard Time),,s24w63,focus,
Wed Aug 26 2015 21:16:44 GMT+0800 (China Standard Time),,s24w64,focus,
Wed Aug 26 2015 21:16:44 GMT+0800 (China Standard Time),,s24w65,focus,
Wed Aug 26 2015 21:16:45 GMT+0800 (China Standard Time),,s24w66,focus,
Wed Aug 26 2015 21:16:45 GMT+0800 (China Standard Time),,s24w67,focus,
Wed Aug 26 2015 21:16:48 GMT+0800 (China Standard Time),,s24w68,focus,
Wed Aug 26 2015 21:16:49 GMT+0800 (China Standard Time),,s24w69,focus,
Wed Aug 26 2015 21:16:49 GMT+0800 (China Standard Time),,s24w70,focus,
Wed Aug 26 2015 21:17:02 GMT+0800 (China Standard Time),,,submitPage,
